state,keyword,candidate_title,candidate_url,extracted_title,identifier,status,is_real_legal_source,matches_keyword,match_reason,match_terms,review_candidate,review_terms
AR,community land trust,SB639,https://arkleg.state.ar.us/Bills/Detail?id=SB639&ddBienniumSession=2025%2F2025R,SB639 Bill Information - Arkansas State Legislature,SB 639,Unknown,True,False,,,False,
AR,community land trust,SB638,https://arkleg.state.ar.us/Bills/Detail?id=SB638&ddBienniumSession=2025%2F2025R,SB638 Bill Information - Arkansas State Legislature,SB 638,Unknown,True,False,,,False,
AR,community land trust,SB637,https://arkleg.state.ar.us/Bills/Detail?id=SB637&ddBienniumSession=2025%2F2025R,SB637 Bill Information - Arkansas State Legislature,SB 637,Unknown,True,False,,,False,
AR,community land trust,SB636,https://arkleg.state.ar.us/Bills/Detail?id=SB636&ddBienniumSession=2025%2F2025R,SB636 Bill Information - Arkansas State Legislature,SB 636,Unknown,True,False,,,False,
AR,community land trust,SB635,https://arkleg.state.ar.us/Bills/Detail?id=SB635&ddBienniumSession=2025%2F2025R,SB635 Bill Information - Arkansas State Legislature,SB 635,Unknown,True,False,,,False,
AR,community land trust,SB634,https://arkleg.state.ar.us/Bills/Detail?id=SB634&ddBienniumSession=2025%2F2025R,SB634 Bill Information - Arkansas State Legislature,SB 634,Unknown,True,False,,,False,
AR,community land trust,SB633,https://arkleg.state.ar.us/Bills/Detail?id=SB633&ddBienniumSession=2025%2F2025R,SB633 Bill Information - Arkansas State Legislature,SB 633,Unknown,True,False,,,False,
AR,community land trust,SB632,https://arkleg.state.ar.us/Bills/Detail?id=SB632&ddBienniumSession=2025%2F2025R,SB632 Bill Information - Arkansas State Legislature,SB 632,Unknown,True,False,,,False,
AR,community land trust,SB631,https://arkleg.state.ar.us/Bills/Detail?id=SB631&ddBienniumSession=2025%2F2025R,SB631 Bill Information - Arkansas State Legislature,SB 631,Unknown,True,False,,,False,
AR,community land trust,SB630,https://arkleg.state.ar.us/Bills/Detail?id=SB630&ddBienniumSession=2025%2F2025R,SB630 Bill Information - Arkansas State Legislature,SB 630,Unknown,True,False,,,False,
AR,community land trust,SB629,https://arkleg.state.ar.us/Bills/Detail?id=SB629&ddBienniumSession=2025%2F2025R,SB629 Bill Information - Arkansas State Legislature,SB 629,Unknown,True,False,,,False,
AR,community land trust,SB628,https://arkleg.state.ar.us/Bills/Detail?id=SB628&ddBienniumSession=2025%2F2025R,SB628 Bill Information - Arkansas State Legislature,SB 628,Unknown,True,False,,,False,
