state,keyword,candidate_title,candidate_url,extracted_title,identifier,status,is_real_legal_source,matches_keyword,match_reason,match_terms,review_candidate,review_terms
WA,community land trust,RCW 84.14.050,https://app.leg.wa.gov/rcw/default.aspx?cite=84.14.050,RCW 84.14.050: Application—Procedures.,Wash. Rev. Code § 84.14.050,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.800,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.800,"RCW 35.21.800: Foreign trade zones—Legislative finding, intent.",Wash. Rev. Code § 35.21.800,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.801,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.801,,Wash. Rev. Code § 35.21.801,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.802,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.802,,Wash. Rev. Code § 35.21.802,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.803,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.803,,Wash. Rev. Code § 35.21.803,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.804,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.804,,Wash. Rev. Code § 35.21.804,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.805,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.805,"RCW 35.21.805: Foreign trade zones—Authority to apply for permission to establish, operate and maintain.",Wash. Rev. Code § 35.21.805,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.806,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.806,,Wash. Rev. Code § 35.21.806,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.807,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.807,,Wash. Rev. Code § 35.21.807,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.808,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.808,,Wash. Rev. Code § 35.21.808,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.809,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.809,,Wash. Rev. Code § 35.21.809,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.810,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.810,RCW 35.21.810: Hydroplane races—Providing for restrooms and other services in public parks for spectators—Admission fees—Authorized.,Wash. Rev. Code § 35.21.810,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.811,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.811,,Wash. Rev. Code § 35.21.811,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.812,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.812,,Wash. Rev. Code § 35.21.812,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.813,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.813,,Wash. Rev. Code § 35.21.813,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.814,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.814,,Wash. Rev. Code § 35.21.814,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.815,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.815,RCW 35.21.815: Hydroplane races—Levying of admission charges declared public park purpose—Reversion prohibited.,Wash. Rev. Code § 35.21.815,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.816,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.816,,Wash. Rev. Code § 35.21.816,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.817,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.817,,Wash. Rev. Code § 35.21.817,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.818,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.818,,Wash. Rev. Code § 35.21.818,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.819,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.819,,Wash. Rev. Code § 35.21.819,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.820,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.820,RCW 35.21.820: Acquisition and disposal of vehicles for commuter ride sharing by city employees.,Wash. Rev. Code § 35.21.820,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.821,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.821,,Wash. Rev. Code § 35.21.821,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.822,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.822,,Wash. Rev. Code § 35.21.822,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.823,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.823,,Wash. Rev. Code § 35.21.823,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.824,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.824,,Wash. Rev. Code § 35.21.824,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.825,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.825,,Wash. Rev. Code § 35.21.825,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.826,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.826,,Wash. Rev. Code § 35.21.826,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.827,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.827,,Wash. Rev. Code § 35.21.827,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.828,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.828,,Wash. Rev. Code § 35.21.828,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.829,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.829,,Wash. Rev. Code § 35.21.829,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.830,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.830,RCW 35.21.830: Controls on rent for residential structures—Prohibited—Exceptions.,Wash. Rev. Code § 35.21.830,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.831,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.831,,Wash. Rev. Code § 35.21.831,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.832,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.832,,Wash. Rev. Code § 35.21.832,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.833,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.833,,Wash. Rev. Code § 35.21.833,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.834,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.834,,Wash. Rev. Code § 35.21.834,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.835,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.835,,Wash. Rev. Code § 35.21.835,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.836,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.836,,Wash. Rev. Code § 35.21.836,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.837,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.837,,Wash. Rev. Code § 35.21.837,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.838,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.838,,Wash. Rev. Code § 35.21.838,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.839,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.839,,Wash. Rev. Code § 35.21.839,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.840,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.840,RCW 35.21.840: Taxation of motor carriers of freight for hire—Allocation of gross receipts.,Wash. Rev. Code § 35.21.840,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.841,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.841,,Wash. Rev. Code § 35.21.841,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.842,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.842,,Wash. Rev. Code § 35.21.842,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.843,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.843,,Wash. Rev. Code § 35.21.843,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.844,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.844,,Wash. Rev. Code § 35.21.844,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.845,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.845,RCW 35.21.845: Taxation of motor carriers of freight for hire—Tax allocation formula.,Wash. Rev. Code § 35.21.845,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.846,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.846,,Wash. Rev. Code § 35.21.846,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.847,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.847,,Wash. Rev. Code § 35.21.847,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.848,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.848,,Wash. Rev. Code § 35.21.848,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.849,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.849,,Wash. Rev. Code § 35.21.849,Unknown,True,False,,,False,
WA,community land trust,RCW 35.21.850,https://app.leg.wa.gov/rcw/default.aspx?cite=35.21.850,RCW 35.21.850: Taxation of motor carriers of freight for hire—Limitation—Exceptions.,Wash. Rev. Code § 35.21.850,Unknown,True,False,,,False,
WA,community land trust,RCW 36.70A.500,https://app.leg.wa.gov/rcw/default.aspx?cite=36.70A.500,RCW 36.70A.500: Growth management planning and environmental review fund—Awarding of grant or loan—Procedures.,Wash. Rev. Code § 36.70A.500,Unknown,True,False,,,False,
WA,community land trust,RCW 36.70A.501,https://app.leg.wa.gov/rcw/default.aspx?cite=36.70A.501,,Wash. Rev. Code § 36.70A.501,Unknown,True,False,,,False,
