state,keyword,source_type,candidate_url,candidate_title,snippet
CA,community land trust,legislature site,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB2399,AB 2399 Real property tax: welfare exemption: community land trusts.,Seed bill page
