state,source_type,source_url,title,identifier,chapter,status,last_seen_date,summary_snippet,keywords_matched,confidence,notes,airtable_category,content_hash,session,match_reason,match_terms
AR,legislature site,https://arkleg.state.ar.us/Bills/Detail?id=HB1991&ddBienniumSession=2025%2F2025R,HB1991 Bill Information - Arkansas State Legislature,HB1991,,Unknown,2026-05-02,this page shows information from a previous legislative session and is presented for archive purposes only. hb1991 - to provide for certain exceptions related to a residential development under the arkansas fire prevention code. bill number: pdf hb1991 act number: pdf 1020 status: house -- notificat,community land trust,Low,,Definition of CLT,cfda0e124234f2312681195367fba43975567a4114ce02c3cd47e288ea36368f,,state_fallback_ar:residential development,residential development
